"","CASE","REF","CO01","correct_total_pt","correct_percent_pt","Per_Know","E_Trust","Per_Sev","Per_SE","Per_Vuln","correct_total_kt","correct_percent_kt","Sex","DE02_01","Edu1","Edu_other","Job","Job_othr","Anstllung","Anst_offen","Input","ITSJOB","PK1","PK2","ET1","ET2","ET3","PS1","PS2","PS3","PV1","PV2","PV3","SE1","SE2","SE3","Phish_Vic_Count","KT01","KT02","KT05","KT07","KT09","KT10","KT14","KT15","KT16","KT17","PTP5","PTP6","PTP9","PTP10","PTE4","PTE5","PTE7","PTE10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME_SUM","LASTPAGE","MAXPAGE","DEG_TIME"
"183",557,"vtsoz",1,4,50,3,1,6,2.666666667,3,8,80,1,56,7,NA,8,NA,4,NA,NA,4,4,2,1,1,1,6,6,6,5,2,2,2,1,5,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,10,51,127,36,55,61,30,80,26,31,34,59,24,41,18,51,5,4,4,74,14,15,3,854,24,24,24
"184",558,"vtsoz",1,5,63,5,1,6,4,5.666666667,9,90,1,29,8,NA,11,NA,4,NA,NA,4,5,5,1,1,1,6,6,6,6,5,6,4,4,4,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,5,5,39,86,42,39,43,26,50,13,38,36,46,18,17,27,35,2,19,10,24,34,7,2,663,24,24,25
"185",559,"vtsoz",1,4,50,4.5,1,6,4,4,9,90,1,53,5,NA,4,NA,4,NA,NA,4,5,4,1,1,1,6,6,6,6,4,2,4,4,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,3,11,172,156,68,95,35,21,44,14,13,15,62,11,16,16,36,6,5,7,49,20,12,2,889,24,24,26
"186",560,"vtsoz",1,6,75,3.5,3.666666667,6,4.666666667,4.666666667,8,80,2,73,7,NA,8,NA,8,"Rentner",NA,4,4,3,4,3,4,6,6,6,5,4,5,4,5,5,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,3,10,81,105,18,32,52,25,68,28,19,40,38,20,17,41,45,4,21,4,31,NA,NA,NA,702,21,21,14
"187",561,"vtsoz",1,5,63,6,1,6,6,2.666666667,9,90,1,50,4,NA,12,"abgeschlossene Berufsausbildung",4,NA,NA,5,6,6,1,1,1,6,6,6,3,3,2,6,6,6,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,27,101,86,35,37,43,29,52,18,25,21,37,10,33,19,41,3,15,3,24,13,5,3,682,24,24,26
"188",563,"vtsoz",1,5,63,4,3,6,5,5,7,70,2,25,5,NA,4,NA,4,NA,NA,5,3,5,4,3,2,6,6,6,5,5,5,5,5,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,47,22,79,81,88,69,40,55,62,37,43,22,80,57,40,31,49,3,15,2,71,41,16,NA,1050,23,23,5
"189",564,"vtsoz",1,5,63,6,3.333333333,5.333333333,5.333333333,2.666666667,8,80,2,36,8,NA,10,NA,5,NA,"Im Zweifelsfall der Mails sollte der User wissen, was er zuvor geändert hat (Amazon language settings). Damit ist die Identifikation sehr leicht.",2,6,6,4,3,3,5,5,6,3,3,2,5,6,5,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,5,20,35,6,25,29,13,28,18,16,4,202,14,6,32,22,2,10,1,26,25,9,50,600,24,24,74
"190",565,"vtsoz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,8,NA,11,NA,4,NA,NA,5,6,6,1,1,1,6,6,6,4,2,1,5,6,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,18,37,74,23,33,39,24,32,13,10,33,51,48,15,18,22,3,13,4720,NA,NA,NA,NA,513,19,20,23
"191",566,"vtsoz",1,4,50,4.5,2.333333333,6,3,5.333333333,7,70,1,49,8,NA,11,NA,5,NA,NA,5,5,4,1,3,3,6,6,6,6,5,5,3,3,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,5,9,48,164,65,64,48,33,51,43,23,30,60,56,34,17,51,15,20,7,58,39,12,3,955,24,24,6
"192",568,"vtsoz",1,4,50,6,1,6,5.666666667,2.333333333,8,80,2,67,8,NA,11,NA,8,"Rentner",NA,5,6,6,1,1,1,6,6,6,4,2,1,5,6,6,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,9,21,81,108,48,68,42,27,65,12,18,24,45,32,31,37,60,3,45,3,60,67,15,4,925,24,24,6
"193",569,"vtsoz",1,6,75,5.5,2.666666667,6,5,1.666666667,6,60,2,23,7,NA,1,NA,3,NA,NA,5,5,6,3,3,2,6,6,6,2,2,1,5,4,6,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,4,6,32,41,24,23,16,25,25,14,9,36,21,9,13,15,17,2,16,2,12,19,14,2,397,24,24,55
"194",570,"vtsoz",1,5,63,5.5,2.666666667,6,4.666666667,4,8,80,2,60,8,NA,11,NA,5,NA,NA,3,5,6,4,2,2,6,6,6,6,4,2,4,5,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,53,22,79,170,46,111,57,58,80,52,37,28,74,49,83,34,64,2,13,3,78,52,25,14,1237,24,24,4
"195",573,"vtsoz",1,6,75,4,1.333333333,6,4.666666667,4.333333333,9,90,2,19,7,NA,1,NA,3,NA,"Sehr gut gemachte Studie! Ich war allerdings durch den Versuchsaufbau extra vorsichtig, das mag im Alltag möglicherweise anders sein. Außerdem fehlte meiner Meinung nach zum Beispiel bei dem Phishing- oder Echt-Erkennen-Beispiel mit der veränderten Spracheinstellung die Info, ob der*die Nutzer*in die Sprache tatsächlich selber vor Kurzem verändert hat, oder nicht. Bei den Wissensfragen hätte ich außerdem eine Prozentangabe oder Beschreibung der Zustimmungsgrade zur besseren Orientierung gut gefunden. Das sind aber eher Kleinigkeiten, insgesamt waren die Tests und vor allem die Auswertung sehr interessant!",5,4,4,1,1,2,6,6,6,5,5,3,4,5,5,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,40,90,77,6635,165,94,85,78,112,86,47,45,57,85,64,43,87,19,63,11,554,82,322,337,1606,24,24,0
"196",574,"vtsoz",1,4,50,4,3,6,4.333333333,3.333333333,7,70,1,40,5,NA,5,NA,4,NA,NA,1,4,4,2,4,3,6,6,6,4,3,3,4,4,5,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,13,14,65,231,92,58,72,52,104,72,22,56,85,40,124,20,27,5,7,4,108,69,22,10,1372,24,24,3
"197",575,"vtsoz",1,5,63,6,1,6,6,3,8,80,2,64,8,NA,11,NA,8,"Rentner",NA,5,6,6,1,1,1,6,6,6,5,2,2,6,6,6,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,8,12,55,74,36,226,42,49,62,41,14,24,66,22,20,31,22,6,18,5,49,49,18,6,955,24,24,5
"198",578,"vtsoz",1,5,63,3,3.333333333,6,3.333333333,4,6,60,1,31,8,NA,11,NA,4,NA,NA,4,3,3,3,4,3,6,6,6,4,4,4,4,4,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,7,32,88,11,42,28,103,38,29,9,11,16,12,16,10,11,2,12,1,68,35,3,1,586,24,24,69
"199",579,"vtsoz",1,3,38,6,3.666666667,6,6,3,7,70,2,66,4,NA,9,NA,8,"Rentner",NA,-9,6,6,5,5,1,6,6,6,4,3,2,6,6,6,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,5,30,76,142,45,67,74,59,42,28,61,8,69,9,9,8,11,2,19,5,65,49,6,2,891,24,24,32
"200",580,"vtsoz",1,3,38,6,1.666666667,6,6,4,6,60,2,56,5,NA,7,NA,4,NA,NA,5,6,6,1,1,3,6,6,6,6,3,3,6,6,6,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,32,18,95,114,33,114,91,53,111,61,28,45,85,45,58,77,59,6,14,9,138,49,35,10,1380,24,24,0
"201",583,"vtsoz",1,4,50,5,1,6,3.666666667,3.666666667,5,50,2,75,4,NA,5,NA,8,"Rentner",NA,5,5,5,1,1,1,6,6,6,4,3,4,4,3,4,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,16,19,115,253,64,88,76,51,153,82,89,38,67,42,95,121,82,9,29,15,153,35,292,18,1724,24,24,0
"202",584,"vtsoz",1,4,50,5.5,4,6,5,3.333333333,8,80,2,61,6,NA,5,NA,8,"Rentner",NA,5,5,6,4,3,5,6,6,6,4,4,2,5,5,5,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,23,53,73,166,63,149,134,46,84,22,78,30,78,22,22,18,56,10,140,6,88,40,13,4,1293,24,24,4
"203",585,"vtsoz",1,8,100,5,1.666666667,4,4.666666667,3,7,70,3,44,8,NA,4,NA,4,NA,"Ich habe tatsächlich beim Beantworten der ersten Fragen allgemeiner an ""böse Dinge, die aus dem e-Mail-Postfach kommend meine User angreifen könnten"" gedacht und dann teilweise geschwankt, was jetzt noch mitgemeint ist odert nicht.",4,5,5,1,1,3,3,3,6,5,2,2,4,4,6,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,5,47,178,32,38,50,15,35,24,13,8,47,12,44,11,22,4,3,2,19,10,18,308,644,24,24,46
"204",586,"vtsoz",1,5,63,5,2,6,4,3,7,70,1,22,7,NA,1,NA,3,NA,NA,5,5,5,2,2,2,6,6,6,3,3,3,4,4,4,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,94,7,37,95,32,95,60,65,40,39,41,16,45,58,44,17,42,3,10,3,19,47,3,5,829,24,24,22
"205",587,"vtsoz",1,4,50,5,2,5,2,2,5,50,1,57,6,NA,7,NA,4,NA,NA,5,5,5,3,2,1,5,5,5,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,3,30,55,86,16,45,35,29,27,20,47,21,59,36,58,27,29,4,24,4,80,NA,NA,NA,735,21,21,12
"206",589,"vtsoz",1,5,63,4,2.333333333,6,4.666666667,3.333333333,5,50,2,63,8,NA,11,NA,4,NA,NA,5,4,4,3,2,2,6,6,6,4,2,4,4,5,5,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,21,73,69,142,51,74,55,35,85,59,48,18,150,35,59,150,215,9,39,5,225,106,396,11,1434,24,24,1
"207",590,"vtsoz",1,5,63,3.5,3.666666667,6,4,5,7,70,1,18,7,NA,1,NA,3,NA,NA,-9,4,3,4,3,4,6,6,6,5,5,5,5,3,4,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,78,150,120,128,66,32,54,17,37,13,13,25,17,34,24,19,15,3,18,4,37,18,10,2,728,24,24,23
"208",591,"vtsoz",1,3,38,5,1,5.666666667,3.666666667,5.333333333,5,50,2,64,5,NA,9,NA,6,NA,NA,5,-9,5,1,1,1,6,5,6,6,6,4,4,3,4,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,4,27,128,322,97,119,117,54,145,83,67,91,106,66,51,28,19,24,9,7,335,133,42,61,1796,24,24,3
"209",594,"vtsoz",1,7,88,5.5,5,4,4,4,6,60,2,62,8,NA,11,NA,4,NA,NA,5,6,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,5,16,21,3,10,6,2,5,4,4,4,4,3,4,3,4,3,1,2,7,3,NA,NA,116,22,22,303
"210",595,"vtsoz",1,6,75,5.5,4,6,4.333333333,2.333333333,5,50,1,64,8,NA,11,NA,6,NA,"Sehr gute Befragung. Hat mir gezeigt, dass ich in der Theorie noch was lernen kann. In der Praxis bin ich nach Bauch-Gefühl besser als in der Theorie, obwohl ich auch da noch etwas lernen kann. Da ich aber eher zu misstrauisch bin als zu vertrauensselig - sehe ab und an Phishing, wo keines ist - muss ich mir nicht zu viele Sorgen machen.",5,6,5,4,4,4,6,6,6,3,2,2,5,4,4,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,32,17,144,217,69,79,56,37,161,63,41,45,194,104,96,67,87,15,28,9,190,154,95,298,1924,24,24,0
"211",596,"vtsoz",1,3,38,1,1.333333333,6,1.666666667,2.333333333,4,40,1,55,7,NA,9,NA,4,NA,NA,5,1,1,2,1,1,6,6,6,3,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,5,19,47,97,28,58,31,22,37,11,15,13,22,24,11,13,15,3,5,3,69,9,14,3,574,24,24,34
"212",597,"vtsoz",1,7,88,4.5,1.666666667,6,5,3,9,90,2,31,6,NA,4,NA,4,NA,NA,5,5,4,1,2,2,6,6,6,4,3,2,5,5,5,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,12,233,105,175,41,66,44,18,36,8,12,13,34,36,48,11,18,3,7,3,44,21,8,1,780,24,24,32
"213",598,"vtsoz",1,6,75,5,1,6,4,3,8,80,1,58,8,NA,11,NA,4,NA,NA,5,5,5,1,1,1,6,6,6,5,2,2,4,4,4,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,21,83,75,127,38,46,78,33,57,37,16,71,93,49,79,38,29,8,6,4,146,51,18,8,1211,24,24,4
"214",599,"vtsoz",1,4,50,4,2,5,3.666666667,4.333333333,7,70,1,51,7,NA,9,NA,5,NA,"das war interessant und aufschlussreich, danke",5,4,4,2,2,2,5,5,5,5,4,4,3,4,4,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,17,33,47,7,31,38,7,28,51,33,34,23,40,36,21,25,11,27,8,38,84,17,22,680,24,24,32
"215",600,"vtsoz",1,5,63,2,1.333333333,6,5,3.333333333,8,80,2,61,8,NA,11,NA,8,"Rentner",NA,5,3,1,1,2,1,6,6,6,5,3,2,5,5,5,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,3,9,72,88,67,83,61,47,68,85,23,61,98,50,87,41,62,5,4,5,203,91,14,2,1329,24,24,13
"216",601,"vtsoz",1,6,75,5,3.333333333,5.333333333,4.333333333,2.333333333,7,70,1,23,7,NA,9,NA,4,NA,NA,5,5,5,3,3,4,5,5,6,3,2,2,4,5,4,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,3,16,64,89,37,68,35,30,71,49,20,12,19,25,24,18,24,3,16,4,85,54,11,11,788,24,24,13
"217",602,"vtsoz",1,7,88,5,1.666666667,6,5.666666667,3,8,80,1,34,7,NA,7,NA,8,"arbeitsunfähig",NA,5,5,5,2,1,2,6,6,6,4,2,3,5,6,6,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,4,227,54,72,78,59,38,49,74,47,21,57,91,66,43,27,234,13,27,6,65,19,11,5,968,24,24,5
"218",603,"vtsoz",1,7,88,3.5,2.666666667,5,4,3.666666667,6,60,1,22,7,NA,11,NA,3,NA,NA,4,4,3,3,2,3,5,5,5,4,4,3,4,4,4,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,3,60,65,99,38,66,44,63,53,48,34,38,90,42,66,26,32,6,18,5,18,23,21,4,962,24,24,8
"219",605,"vtsoz",1,6,75,4,2,6,4.333333333,2.666666667,4,40,1,57,4,NA,5,NA,4,NA,"Ich fand die Befragung sehr interessant und habe festgestellt, dass ich doch nicht so gut über Pishing informiert bin.",5,4,4,3,2,1,6,6,6,3,2,3,5,4,4,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,15,254,144,186,89,156,109,52,91,33,12,8,76,20,135,59,28,6,42,10,91,51,30,129,1464,24,24,7
"220",606,"vtsoz",1,4,50,5,2,6,2.333333333,3.666666667,7,70,1,60,7,NA,9,NA,4,NA,NA,4,5,5,2,2,2,6,6,6,4,4,3,3,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,4,18,64,115,51,81,46,31,71,30,14,15,59,17,5,20,23,3,13,2,26,20,15,4,747,24,24,25
"221",607,"vtsoz",1,5,63,1,1.666666667,6,6,3,7,70,1,29,8,NA,11,NA,4,NA,NA,4,1,1,3,1,1,6,6,6,3,3,3,6,6,6,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,12,64,100,19,32,47,9,24,21,29,11,64,15,39,19,20,4,11,5,24,13,8,2,594,24,24,35
"222",608,"vtsoz",1,4,50,4,2.666666667,6,3.666666667,3,8,80,2,69,7,NA,10,NA,5,NA,"E-Mails, die ich nicht zweifelsfrei als echt identifizieren kann, lösche ich in der Regel ungelesen und Versuche die Echtheit auf andere Weise (Tel oder eigene E-Mail etc.) zu verifizieren.",4,4,4,3,2,3,6,6,6,3,4,2,3,3,5,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,23,90,181,212,61,76,70,69,117,63,46,53,101,32,37,40,54,16,25,39,283,114,19,188,1791,24,24,0
"223",609,"vtsoz",1,5,63,5.5,3,6,5.666666667,4.666666667,6,60,1,37,8,NA,11,NA,4,NA,NA,4,5,6,3,3,3,6,6,6,5,4,5,5,6,6,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,3,22,42,68,20,37,30,18,20,6,12,13,14,29,25,2964,36,5,12,3,93,56,9,NA,598,23,23,33
"224",610,"vtsoz",1,6,75,2,2.666666667,5.333333333,2,3.666666667,8,80,1,24,8,NA,11,NA,3,NA,NA,5,2,2,4,2,2,5,6,5,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,24,6,40,98,45,63,39,33,48,26,15,22,21,28,42,28,20,5,12,4,50,49,9,5,732,24,24,12
"225",611,"vtsoz",1,6,75,4,1,6,5,3,9,90,2,62,6,NA,7,NA,4,NA,NA,4,4,4,1,1,1,6,6,6,4,3,2,4,5,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,19,24,104,98,44,77,42,40,91,23,16,40,83,22,79,73,70,9,24,3,31,53,20,15,1100,24,24,4
"226",612,"vtsoz",1,4,50,4,4.666666667,6,3,4.333333333,7,70,1,32,8,NA,11,NA,4,NA,NA,5,5,3,5,4,5,6,6,6,5,3,5,3,2,4,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,7,79,62,163,51,51,47,45,55,21,31,32,55,24,22,30,26,15,26,8,91,76,12,4,1033,24,24,3
"227",615,"frnd",1,8,100,3.5,1.666666667,6,4,4,6,60,1,31,8,NA,11,NA,8,"Doktorand",NA,5,4,3,2,1,2,6,6,6,4,4,4,4,4,4,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,71,76,92,40,93,49,16,36,30,18,35,48,25,63,17,12,3,12,4,21,13,6,3,785,24,24,25
"228",616,"vtsoz",1,2,25,4,3.666666667,6,5,1.666666667,5,50,1,63,5,NA,5,NA,8,"Rentnerin",NA,2,4,4,4,4,3,6,6,6,2,2,1,5,5,5,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,19,60,99,165,84,78,87,48,74,46,37,79,82,22,31,23,52,10,15,7,197,49,18,11,1393,24,24,1
"229",617,"vtsoz",1,5,63,5.5,3,6,5,3,5,50,2,56,6,NA,10,NA,4,NA,NA,2,6,5,3,3,3,6,6,6,3,3,3,5,5,5,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,36,91,80,131,43,101,55,30,173,32,21,39,47,37,15,16,23,6,18,11,205,48,43,3,1304,24,24,5
"230",618,"vtsoz",1,6,75,6,2.333333333,6,3.333333333,4.333333333,8,80,1,41,10,"Promotion",11,NA,4,NA,NA,5,6,6,2,1,4,6,6,6,5,4,4,3,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,6,44,119,144,48,100,40,51,75,37,17,48,40,101,15,44,58,9,14,2,85,71,52,1,1221,24,24,14
"231",623,"vtsoz",1,5,63,3,3.333333333,6,2,2,4,40,1,50,5,NA,9,NA,4,NA,NA,5,4,2,4,4,2,6,6,6,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,5,9,62,83,14,33,34,5,30,25,27,21,19,4,7,4,7,2,9,4,20,11,6,2,443,24,24,80
"232",625,"vtsoz",1,5,63,5,1.333333333,5.666666667,5,3,8,80,1,24,8,NA,11,NA,3,NA,NA,3,5,5,1,2,1,5,6,6,3,3,3,5,5,5,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,3,4,51,57,11,40,37,35,50,26,15,8,18,32,25,11,10,2,4,2,29,41,NA,NA,511,22,22,48
"233",627,"vtsoz",1,6,75,5.5,4,6,5.666666667,4.333333333,7,70,1,28,7,NA,11,NA,4,NA,NA,5,6,5,3,4,5,6,6,6,4,4,5,5,6,6,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,3,11,78,67,10,36,37,17,36,29,12,13,25,19,27,13,13,2,5,1,49,34,4,2,543,24,24,47
"234",628,"vtsoz",1,6,75,5,3,5.666666667,5,4,7,70,2,50,3,NA,4,NA,4,NA,NA,3,5,5,2,2,5,5,6,6,3,4,5,5,5,5,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,7,36,76,138,102,73,75,53,62,54,19,43,71,364,110,31,22,8,17,3,72,56,21,2,1181,24,24,4
"235",632,"mttr",1,7,88,5,3.333333333,5,6,2.666666667,8,80,2,51,7,NA,9,NA,4,NA,"Bei der Bewertung von Phishing Mails spielt oft auch der Kontex eine Rolle. Wenn ich z.B. bei einer Firma gerade was bestellt habe, dann stimmt auch die Rechnung. Andersrum wenn ich nichts bestellt habe und eine Rechnung erhalte, bin ich skeptisch und denke ehr an Phishing. 
Bei einer echten Mail kann man sich auch noch über den Mail-Header schlau machen, ob es ehr Phishing ist. 
Die Fragen lassen auch immer nur ein 'ich klicke' oder ein nein zu. Ich würde nie auf einen Link klicken, um mich z.B. bei Amazon oder PayPal anmelden. Ich würde dann immer über dne Browser und den offiziellen Zugang gehen und überprüfen, ob ich wirklich handeln muss, wie mich eine Mail zu auffordert. 

Was die allgemeinen Fragen betrifft, so ist es auch nicht immer eindeutig. Die Frage nach den Filtern ist abhängig von den eingesetzten Filtern. Sicher wird einiges rausgefiltert. Aber sich drauf verlassen darf man nicht, denn es kommt leider immer noch etwas durch.",2,5,5,4,4,2,5,5,5,3,3,2,6,6,6,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,6,64,120,175,80,69,70,39,60,28,27,39,57,40,66,33,54,5,8,16,39,18,31,418,1149,24,24,4
"236",633,"mttr",1,4,50,4,1,6,4,4.333333333,6,60,1,57,7,NA,11,NA,5,NA,NA,5,4,4,1,1,1,6,6,6,5,4,4,4,4,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,3,26,70,145,57,63,50,50,70,31,14,27,100,20,39,25,56,9,4,5,116,5,5,3,993,24,24,27
"237",635,"vtsoz",1,5,63,2,2.666666667,6,3.333333333,4.333333333,4,40,1,53,4,NA,7,NA,4,NA,NA,5,2,2,3,3,2,6,6,6,5,4,4,4,3,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,4,35,87,147,35,50,59,60,122,20,40,16,20,48,54,27,14,14,19,6,43,24,19,3,966,24,24,10
"238",638,"mttr",1,4,50,5,2,6,4.333333333,6,7,70,2,60,8,NA,4,NA,4,NA,"Die Bezeichnung ""Lehre"" ist nicht mehr korrekt, es heißt jetzt ""Ausbildnung"".
Die Antwortskala ""trifft ...nicht zu"" bis ""trifft ...zu"" war für mich häufig nicht passend

Viel Erfolg und Grüße an Oliver",4,5,5,2,3,1,6,6,6,6,6,6,5,4,4,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,34,14,112,137,12,43,58,32,62,17,21,27,94,23,15,42,24,2,14,13,44,62,14,162,921,24,24,13
"239",639,"mttr",1,7,88,6,1.666666667,6,5.333333333,3.666666667,9,90,2,55,7,NA,11,NA,4,NA,"Im Zweifel tendiere ich dazu, auch in echten Mails lieber nicht auf Links zu klicken, sondern die bekannten Adressen einzutippen oder Bookmarks zu nutzen :-)",1,6,6,2,1,2,6,6,6,4,3,4,5,5,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,10,134,48,158,46,75,59,55,108,20,16,18,68,89,76,32,37,4,8,10,35,35,25,2947,1053,24,24,6
"240",640,"mttr",1,6,75,5,1,6,5,2.333333333,7,70,1,53,8,NA,11,NA,6,NA,NA,5,5,5,1,1,1,6,6,6,4,2,1,4,5,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,23,65,64,99,26,47,37,16,100,18,13,9,37,40,31,21,25,4,8,8,54,35,22,3,805,24,24,14
"241",642,"vtsoz",1,4,50,5.5,5,6,6,2.666666667,7,70,1,22,8,NA,11,NA,3,NA,NA,5,5,6,5,5,5,6,6,6,4,2,2,6,6,6,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,5,4,31,40,23,41,21,34,52,22,27,24,42,13,26,10,17,7,17,1,91,48,9,4,609,24,24,33
"242",643,"vtsoz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57,8,NA,10,NA,4,NA,NA,5,3,2,4,2,4,6,6,5,4,2,4,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,9,27,72,110,31,28,42,29,75,52,63,43,92,53,28,39,41,5,NA,NA,NA,NA,NA,NA,839,18,18,4
"243",648,"vtsoz",1,5,63,1.5,3.333333333,5.333333333,4,4.666666667,6,60,1,30,8,NA,10,NA,4,NA,NA,5,2,1,4,2,4,5,6,5,5,5,4,4,4,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,5,35,60,55,39,27,28,51,13,30,18,26,17,17,11,11,3,8,5,55,53,5,2,575,24,24,45
"244",649,"vtsoz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,58,8,NA,10,NA,5,NA,NA,4,5,5,5,4,5,5,5,5,5,5,5,4,4,5,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,22,88,119,19,49,32,46,46,25,19,40,21,15,21,10,13,4,134,NA,NA,NA,NA,NA,608,19,19,21
"245",651,"vtsoz",1,6,75,6,3.333333333,6,2.333333333,3.666666667,8,80,1,40,8,NA,12,"Referendariat/2. Staatsexamen",5,NA,NA,4,6,6,2,4,4,6,6,6,5,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,11,83,68,33,38,35,14,61,24,39,13,24,56,17,10,28,2,11,3,32,22,9,3,638,24,24,29
"246",652,"vtsoz",1,4,50,1,2,6,2.666666667,4.333333333,8,80,1,58,4,NA,8,NA,5,NA,NA,2,1,1,2,2,2,6,6,6,5,4,4,3,2,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,3,18,68,177,97,70,47,53,68,15,30,8,29,11,20,21,12,2,9,3,29,3,10,3,806,24,24,47
