StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_consent_First Click,timing_consent_Last Click,timing_consent_Page Submit,timing_consent_Click Count,browser_meta_Browser,browser_meta_Version,browser_meta_Operating System,browser_meta_Resolution,consent_question,timing_screening_First Click,timing_screening_Last Click,timing_screening_Page Submit,timing_screening_Click Count,expert_training,expert_job,age,recall_email,gender,gender_3_TEXT,ethnicity,ethnicity_9_TEXT,timing_elicitation_First Click,timing_elicitation_Last Click,timing_elicitation_Page Submit,timing_elicitation_Click Count,elicitation1,elicitation2,elicitation3,timing_choose_First Click,timing_choose_Last Click,timing_choose_Page Submit,timing_choose_Click Count,brief_summary,describe_suspicious,describe_hard,describe_ask,timing_noticing_First Click,timing_noticing_Last Click,timing_noticing_Page Submit,timing_noticing_Click Count,notice1,notice2,attention,notice3,notice3_4_TEXT,notice4,notice4_3_TEXT,notice5,notice5_5_TEXT,timing_expecting_First Click,timing_expecting_Last Click,timing_expecting_Page Submit,timing_expecting_Click Count,expect1,expect2,expect3,expect4,expect5,expect6,timing_suspecting_First Click,timing_suspecting_Last Click,timing_suspecting_Page Submit,timing_suspecting_Click Count,suspect1,suspect3,suspect2,suspect4,suspect5,suspect5_sure_1,timing_deciding_First Click,timing_deciding_Last Click,timing_deciding_Page Submit,timing_deciding_Click Count,investigate1,investigate1_9_TEXT,investigate2,decide,decide_sure_1,act,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,harm,timing_full_story_First Click,timing_full_story_Last Click,timing_full_story_Page Submit,timing_full_story_Click Count,full_story,full_story_easy,timing_demographics_First Click,timing_demographics_Last Click,timing_demographics_Page Submit,timing_demographics_Click Count,education,employment,income,digital_literacy_1,digital_literacy_2,digital_literacy_3,digital_literacy_4,digital_literacy_5,digital_literacy_6,digital_literacy_7,digital_literacy_8,digital_literacy_9,victim,Q_TotalDuration,UserAgent,ResponseID,excluded,rid,RISN,V,opp,field,gc,term,LS
2020-02-07 18:27:01,2020-02-07 18:27:38,IP Address,100,36,TRUE,2020-02-07 18:27:39,R_1pEh7oLIhwkW2Rx,,,,,anonymous,EN,1.751,19.186,20.112,21,Chrome,80.0.3987.87,Android 7.1.1,800x1280,I agree,4.8,4.8,6.039,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Mozilla/5.0 (Linux; Android 7.1.1; SM-T560NU Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Safari/537.36",R_1pEh7oLIhwkW2Rx,ineligible,5e3df1fd-8066-f7ba-4114-4cca78acd8ef,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:27:50,2020-02-07 18:28:42,IP Address,100,52,TRUE,2020-02-07 18:28:43,R_b1KreJWABP7uyeB,,,,,anonymous,EN,2.753,7.295,8.166,5,Chrome,80.0.3987.87,Android 9,360x740,I agree,5.044,5.044,5.98,1,No,No,48,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,"Mozilla/5.0 (Linux; Android 9; SM-G960U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_b1KreJWABP7uyeB,ineligible,5e3df236-7f58-498f-747a-9c19bb681d8b,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:28:44,2020-02-07 18:29:38,IP Address,100,53,TRUE,2020-02-07 18:29:38,R_1EcDCNgKyEMC1pY,,,,,anonymous,EN,2.876,12.379,13.78,9,AppleWebKit,605.1.15,Macintosh,768x1024,I agree,5.249,5.249,6.134,1,No,No,71,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko)",R_1EcDCNgKyEMC1pY,ineligible,5e3df25d-b972-0b79-262e-7b07e6ac21a4,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:28:28,2020-02-07 18:29:54,IP Address,100,86,TRUE,2020-02-07 18:29:55,R_1PSmbsrpo23qMWW,,,,,anonymous,EN,28.099,33.049,34.148,5,Chrome,71.0.3578.99,Android 8.1.0,800x1280,I agree,8.059,8.059,9.002,1,No,No,69,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-T580) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Safari/537.36",R_1PSmbsrpo23qMWW,ineligible,5e3df295-3714-2bfc-b472-8c150dced539,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:28:21,2020-02-07 18:30:12,IP Address,100,111,TRUE,2020-02-07 18:30:13,R_2cddUEenuq7u90p,,,,,anonymous,EN,31.229,31.229,32.698,1,Firefox,72.0,Windows NT 6.1,1366x768,I agree,6.889,6.889,11.239,1,No,No,38,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,R_2cddUEenuq7u90p,ineligible,5e3df282-fd20-336c-5750-b7ad84cc8702,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:29:05,2020-02-07 18:30:13,IP Address,100,68,TRUE,2020-02-07 18:30:14,R_2VvVMbtmz5M3xxk,,,,,anonymous,EN,1.384,8.866,9.629,10,Chrome,80.0.3987.87,Android 8.1.0,412x823,I agree,4.967,4.967,5.494,1,No,No,40,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,"Mozilla/5.0 (Linux; Android 8.1.0; LM-Q710(FGN) Build/OPM1.171019.019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_2VvVMbtmz5M3xxk,ineligible,5e3df2ad-ac38-11f3-60e6-d372fdf21d86,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:28:47,2020-02-07 18:30:14,IP Address,100,87,TRUE,2020-02-07 18:30:14,R_2pVxb9ZCAmQcaIy,,,,,anonymous,EN,5.242,18.794,24.117,11,Chrome,80.0.3987.87,Android 9,360x740,I agree,5.376,5.376,6.6,1,No,No,36,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"Mozilla/5.0 (Linux; Android 9; SM-G960U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Mobile Safari/537.36",R_2pVxb9ZCAmQcaIy,ineligible,5e3df283-3eaf-68a3-7dd1-ec1856a04578,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:32:46,2020-02-07 18:33:04,IP Address,100,17,TRUE,2020-02-07 18:33:05,R_qWJnvcN52u8LEPL,,,,,anonymous,EN,3.368,7.179,7.823,4,Safari iPhone,13.0.5,iPhone,414x896,I agree,5.245,5.245,6.001,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_qWJnvcN52u8LEPL,ineligible,5e3df35d-f7e8-90ae-a529-b71f90bb85f7,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:15:50,2020-02-07 18:33:59,IP Address,100,1088,TRUE,2020-02-07 18:33:59,R_2dhXFp55UKzztYS,,,,,anonymous,EN,864.807,865.883,866.974,2,Chrome,79.0.3945.130,Windows NT 6.1,1920x1080,I agree,149.535,149.535,150.731,1,No,No,76,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_2dhXFp55UKzztYS,ineligible,5e3def3c-60ff-67f6-89a2-751a7f371203,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:33:02,2020-02-07 18:34:14,IP Address,100,72,TRUE,2020-02-07 18:34:14,R_1hQYLtgG5CfBvL5,,,,,anonymous,EN,0,0,27.099,0,Chrome,79.0.3945.130,Windows NT 10.0,1366x768,I agree,0,0,0.863,0,No,No,29,"Yes, I have received email messages like this in the past.",Woman,,White,,0,0,4.615,0,sdfwe;r khbwkenjsd;o kifsubernldfiuyjegtfvh ,d;flweh kiuilfweksdnx jvlbhoeriyjgbh knl;jp,ifekrh bdjgl;oerldnvh;l iguoikv,9.742,9.742,12.018,1,"df ,egrlh lek;drm.https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306https://research18.az1.qualtrics.com/jfe/form/SV_bO3K4h3lVBDlzCZ?rid=5e3df1ab-8f72-c13b-a867-741e818720b5&aid=5e3df1ab-8f72-c13b-a867-741e818720b5&workerId=1636306","ljbknlkjb mj,bkjdl r;g/merdl;jtrlfm,.bf/elf nskrj,nm/",LKNJFEG RLDFG MS;KRLDJ KDFK JLDFKUYJHGV Bk,dfwjl kqwf;er; filgjnfmk';orijfhk jld/l;hl,1.887,3.895,5.643,4,File(s) attached to the email,Within the last month,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_1hQYLtgG5CfBvL5,failed attention check,5e3df382-0641-c1a7-f138-9f4ed9364d73,7137451,H,Qual2726-0122-PhishingEmails,,2,attn,
2020-02-07 18:34:08,2020-02-07 18:34:32,IP Address,100,24,TRUE,2020-02-07 18:34:32,R_1ikTt8BEpON4xrk,,,,,anonymous,EN,15.035,15.035,16.488,1,Edge,18.17763,Windows NT 10.0,1920x1080,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",R_1ikTt8BEpON4xrk,declined consent,5e3df3ce-0b46-4741-2aee-31b816064ec2,7137451,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-07 18:38:03,2020-02-07 18:38:15,IP Address,100,12,TRUE,2020-02-07 18:38:16,R_3F3TC9xxCeb0o2R,,,,,anonymous,EN,1.22,4.125,4.154,3,Safari,13.0.5,Macintosh,768x1024,I agree,1.754,2.323,3.785,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",R_3F3TC9xxCeb0o2R,ineligible,5e3df497-0700-348a-7ebb-9bc382f2710d,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:41:10,2020-02-07 18:41:25,IP Address,100,14,TRUE,2020-02-07 18:41:25,R_1oitbguopCuucgm,,,,,anonymous,EN,9.51,9.51,10.221,1,Chrome,80.0.3987.87,Windows NT 10.0,1366x768,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36",R_1oitbguopCuucgm,declined consent,5e3df55b-ea6e-b92a-4dd0-bd8cd459f659,7137451,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-07 18:40:33,2020-02-07 18:41:29,IP Address,100,56,TRUE,2020-02-07 18:41:30,R_cNJ4hwr64za8ilj,,,,,anonymous,EN,15.684,19.644,21.396,2,Safari,13.0.5,Macintosh,834x1112,I agree,2.59,2.59,3.331,1,No,No,72,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",R_cNJ4hwr64za8ilj,ineligible,5e3df53f-30b4-bc06-7039-e1d3252ee263,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:26:29,2020-02-07 18:48:01,IP Address,100,1291,TRUE,2020-02-07 18:48:01,R_YbG7wyISPevd4MV,,,,,anonymous,EN,3.55,18.915,19.862,13,Safari iPhone,Unknown,iPhone,414x736,I agree,5.134,5.134,6.373,1,No,No,66,"Yes, I have received email messages like this in the past.",Woman,,Black or African American,,9.487,268.958,320.785,6,The email said that I needed to sign into my bank account for suspicious activity and I didn’t even bling to that particular bank.,"Not bring the owner or participant of a certain product.
Name is misspelled and wrong address.","Owner of an account 
2. Approved application
3. A summons to court or an arrest with the next 24 hours.",41.551,159.8,176.475,7,I choose number 3..false arrest.,Never applied and didn’t owe.,It wasn’t hard just ignored.,I needed to pay money.,10.444,69.704,71.288,23,"Sender's name,Request for action in the email,Length of the email",Within the last year,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,8.345,49.686,50.542,23,Strongly agree,No,No,I did not know the sender,No,Strongly agree,8.087,115.793,116.726,34,Take some action outside of the email,The subject line was different than I would expect,The sender's email address looked different than I would expect,"The main body of the email included something strange that I do not normally see in an email like this,The main body of the email included more information than I expect to be in an email like this","Yes, I thought it was harmful",10,0.778,78.824,80.138,37,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",10,Deleted the email,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,7.06,252.112,253.013,5,"I received an email from a person pretending to be an attorney for a loan company saying if I didn’t pay X number of money I would be arrested in the next 24 hours.
 The sheriff will be standing at my door in 24 hours. I was also going to be reported at my job in the next few hours.
  I have not worked in about 25 years.",Extremely easy,2.566,102.468,103.353,30,High school graduate or GED certificate,Retired,"Less than $25,000",Some,Full,Full,Full,Little,Little,Little,Little,None,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission",1291,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_YbG7wyISPevd4MV,NULL,5e3df1d3-edb5-d4d8-7bdd-721d3a04402f,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-07 18:49:16,2020-02-07 18:50:23,IP Address,100,67,TRUE,2020-02-07 18:50:24,R_1isX5kS7ikgzDzw,,,,,anonymous,EN,15.286,15.286,16.201,1,Chrome,79.0.3945.130,Windows NT 10.0,1680x1050,I agree,4.077,4.077,5.073,1,No,No,76,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_1isX5kS7ikgzDzw,ineligible,5e3df742-ac85-90eb-4dd6-1f633c202721,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:51:01,2020-02-07 18:51:37,IP Address,100,35,TRUE,2020-02-07 18:51:38,R_3Rq2nHhypUhQDDy,,,,,anonymous,EN,0.391,2.176,2.854,3,Chrome,80.0.3987.87,Android 9,412x892,I agree,3.8,3.8,4.235,1,No,No,28,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"Mozilla/5.0 (Linux; Android 9; SM-A505U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_3Rq2nHhypUhQDDy,ineligible,5e3df7ac-fe8f-16e8-f30f-840645692ce7,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-07 18:37:19,2020-02-07 18:55:33,IP Address,100,1094,TRUE,2020-02-07 18:55:34,R_bHDOhIF7vK0uvGV,,,,,anonymous,EN,16.366,22.302,23.402,5,Chrome,74.0.3729.136,Android 9,360x800,I agree,9.288,10.366,11.242,2,I'm not sure,No,45,"Yes, I have received email messages like this in the past.",Man,,White,,7.085,200.809,201.602,23,When it asks for sensitive informations ,"Messages appear random rather than specific
When sensitive informations are required
When messages does not apply to your current position ","I can't really recall specifically but some of them claimed to be from some grant, insurance, lotto or government agencies ",19.223,147.75,148.102,16,An email from a supposed government grant agency,Required that I pay some fee ,I thought of the possibility that it might be legit,"To pay a certain amount of money so as to have my ""grant"" released ",1.31,42.142,42.904,15,"Link(s) in the email,What the email was about,Request for action in the email",Within the last week,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,13.068,46.948,48.596,19,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,16.5,114.105,114.909,29,"Respond to the email with some information,Take some action outside of the email",The subject line was different than I would expect,I don't remember who the email said it was from,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",10,4.065,94.079,95.377,36,Looked at email headers,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,Quite a bit,Strongly disagree,3.643,239.276,239.737,14,"I received an email from a so called government grant agency issuing out grants to citizens. It stated that I had qualified for a grant, listed a bunch of weird reasons why I'd be required to pay a fee to have the money released to me. When I saw the message, I thought for a bit if it were true, but after reviewing the email, it dawned on me that it was shady and most likely a scam. So I deleted the email at once. ",Somewhat easy,3.59,61.33,64.193,29,4-year college degree,Employed full time,"$100,000 to $149,999",Full,Full,Little,Full,Full,Full,Little,Little,Little,"Fell victim to a phishing email message or other scam email,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account",1094,"Mozilla/5.0 (Linux; Android 9; Infinix X650B Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3729.136 Mobile Safari/537.36",R_bHDOhIF7vK0uvGV,NULL,5e3df46b-50d3-9b9d-7af9-fc3aeb9c5c02,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
