"ID","duration","RecordedDate","mailboxfrequency","securitytraining","pre_self_1","pre_self_2","pre_self_3","attention_check_pre","pre_knowledge_1","pre_knowledge_2","pre_knowledge_3","pre_knowledge_4","pre_knowledge_5","pre_knowledge_6","pre_knowledge_7","pre_knowledge_8","pre_knowledge_9","pre_knowledge_10","pre_SA.13_1","pre_SA.13_2","pre_SA.13_3","pre_SA.13_4","pre_SA.13_5","pre_SA.13_6","pre_SA.13_7","pre_SA.13_8","pre_SA.13_9","pre_SA.13_10","pre_SA.13_11","pre_SA.13_12","pre_SA.13_13","pre_haisq_knowledge_1","pre_haisq_knowledge_2","pre_haisq_knowledge_3","pre_haisq_knowledge_4","pre_haisq_knowledge_5","pre_haisq_knowledge_6","pre_class_1","pre_class_2","pre_class_3","pre_class_4","pre_class_5","pre_class_6","pre_class_7","pre_class_8","pre_class_9","pre_class_10","pre_class_11","pre_class_12","pre_class_13","pre_class_14","pre_class_15","pre_class_16","pre_class_17","pre_class_18","pre_class_19","pre_class_20","pre_class_21","pre_class_22","pre_class_23","pre_class_24","video_1_check","video_2_check","video_3_check","Q300_First.Click","Q300_Last.Click","Q300_Page.Submit","Q300_Click.Count","t0_video1_q","t0_video1_t_First.Click","t0_video1_t_Last.Click","t0_video1_t_Page.Submit","t0_video1_t_Click.Count","t0_video2_q","t0_video2_t_First.Click","t0_video2_t_Last.Click","t0_video2_t_Page.Submit","t0_video2_t_Click.Count","t0_video3_q","t0_video3_t_First.Click","t0_video3_t_Last.Click","t0_video3_t_Page.Submit","t0_video3_t_Click.Count","Q320_First.Click","Q320_Last.Click","Q320_Page.Submit","Q320_Click.Count","Q313_First.Click","Q313_Last.Click","Q313_Page.Submit","Q313_Click.Count","Q267_First.Click","Q267_Last.Click","Q267_Page.Submit","Q267_Click.Count","Q328_First.Click","Q328_Last.Click","Q328_Page.Submit","Q328_Click.Count","Q333_First.Click","Q333_Last.Click","Q333_Page.Submit","Q333_Click.Count","Q331_First.Click","Q331_Last.Click","Q331_Page.Submit","Q331_Click.Count","Q269_First.Click","Q269_Last.Click","Q269_Page.Submit","Q269_Click.Count","feedback_like","feedback_dislike","feedback_general","feedback_00","feedback_01","feedback_02","feedback_10","feedback_11","feedback_12","feedback_2_videos_1","feedback_2_videos_2","feedback_2_videos_3","feedback_2","feedback_assign","post_class_1","post_class_2","post_class_3","post_class_4","post_class_5","post_class_6","post_class_7","post_class_8","post_class_9","post_class_10","post_class_11","post_class_12","post_class_13","post_class_14","post_class_15","post_class_16","post_class_17","post_class_18","post_class_19","post_class_20","post_class_21","post_class_22","post_class_23","post_class_24","post_attention","post_knowledge_1","post_knowledge_2","post_knowledge_3","post_knowledge_4","post_knowledge_5","post_knowledge_6","post_knowledge_7","post_knowledge_8","post_knowledge_9","post_knowledge_10","haisq_emailinternet_1","haisq_emailinternet_2","haisq_emailinternet_3","haisq_emailinternet_4","haisq_emailinternet_5","haisq_emailinternet_6","haisq_emailinternet_7","haisq_emailinternet_8","haisq_emailinternet_9","haisq_emailinternet_10","haisq_emailinternet_11","haisq_emailinternet_12","haisq_emailinternet_13","haisq_emailinternet_14","haisq_emailinternet_15","haisq_emailinternet_16","haisq_emailinternet_17","haisq_emailinternet_18","dem_age","dem_edu","dem_edu_8_TEXT","dem_it","dem_it_3_TEXT","dem_bfi_1","dem_bfi_2","dem_bfi_3","dem_bfi_4","dem_bfi_5","dem_bfi_6","dem_bfi_7","dem_bfi_8","dem_bfi_9","dem_bfi_10","post_self_1","post_self_2","post_self_3","post_sa.13_1","post_sa.13_2","post_sa.13_3","post_sa.13_4","post_sa.13_5","post_sa.13_6","post_sa.13_7","post_sa.13_8","post_sa.13_9","post_sa.13_10","post_sa.13_11","post_sa.13_12","post_sa.13_13","post_comments","post_errors","post_quality_q","post_quality_q_3_TEXT","SC0","string","PROLIFIC_PID","SESSION_ID","STUDY_ID","Timestamp_before_class_pre","Timestamp_train","Timestamp_train_end","Timestamp_before_class_post","Timestamp_after_class_post","Timestamp_demographics","condition","participant_score","reports","NOSCORE","group","pre.sa13_engagement","pre.sa13_attentiveness","pre.sa13_resistance","pre.sa13_concernedness","pre.sa13_total","post.sa13_engagement","post.sa13_attentiveness","post.sa13_resistance","post.sa13_concernedness","post.sa13_total","pre.haisq_email_knowledge","pre.haisq_internet_knowledge","post.haisq_email_knowledge","post.haisq_email_attitude","post.haisq_email_behaviour","post.haisq_internet_knowledge","post.haisq_internet_attitude","post.haisq_internet_behaviour","post.haisq_emailInternet_total","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","class_phish_accuracy_pre","class_nophish_accuracy_pre","class_phish_accuracy_post","class_nophish_accuracy_post","knowledge_total_pre","knowledge_total_post","proficiency_pre","proficiency_post","prof_group","train_group","assignment_fit","outlier","feedback_total"
11,1728,"","Multiple times a day","Yes, more than once",3,3,3,"Sunfish",NA,0,1,NA,1,NA,1,NA,NA,1,3,4,3,3,4,3,4,3,4,4,4,4,3,3,5,5,4,5,5,NA,0,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.164","1095.628","1099.839","126","","","",NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,0,NA,1,1,NA,NA,1,0,1,NA,NA,1,NA,0,NA,1,1,"",3,5,3,4,5,5,3,5,5,5,5,5,5,5,5,3,4,3,"26-35","PhD or similar","","No, other education or occupation","",3,4,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,2,4,4,4,4,3,4,"","","Yes, you can use this data","","38.3","011010100110010101100110","","","","","","","","","","0",26.3,"2,10,12,18,20,29","","2",3,3.66666666666667,3.75,3.66666666666667,3.58333333333333,3,3,3.75,3.66666666666667,3.38461538461538,13,14,11,14,13,15,15,10,78,3,3.5,3.5,3,4,0.833333333333333,1,1,0.857142857142857,0.8,0.666666666666667,21.3,23,2,"limited","match",NA,"prefer full"
12,1827,"","Multiple times a day","No, never",1,2,2,"Sunfish",NA,NA,1,0,1,NA,NA,1,0,1,3,2,3,2,3,3,3,3,3,3,2,3,4,3,3,4,3,3,4,NA,NA,1,1,0,NA,NA,1,1,NA,0,NA,1,NA,NA,1,NA,NA,0,NA,NA,1,0,NA,"","","","53.052","106.462","122.931","13","Postman","193.785","201.673","204.424","4","Look for the 'who-area'","14.161","232.786","242.236","4","Sending fake copies of real emails","14.09","205.661","212.292","4","10.536","183.944","184.702","46","14.322","87.002","87.013","17","5.468","132.859","136.003","36","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,0,NA,NA,NA,1,0,NA,NA,1,NA,1,NA,0,1,NA,0,1,NA,1,1,NA,NA,1,0,1,1,NA,NA,NA,1,1,NA,NA,"",3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,3,3,"18-25","Secondary or school diploma","","No, other education or occupation","",3,3,3,3,3,3,3,3,3,3,5,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,"","","Yes, you can use this data","","23.9","001110011010100101100110","","","","","","","","","","0",13.9,"22,12,16,29","","0",2.66666666666667,2.66666666666667,3,3,2.75,3,3.33333333333333,3,3.66666666666667,3.23076923076923,10,10,9,9,10,8,9,10,55,3,3,3,3,3,0.666666666666667,0.6,0.666666666666667,0.714285714285714,0.666666666666667,0.8,12.9,20.1,0,"full","match",NA,"keep"
13,2002,"","Multiple times a day","No, never",5,5,5,"Sunfish",NA,1,NA,1,0,NA,NA,NA,1,NA,3,5,5,4,3,4,5,4,5,3,3,3,2,3,3,5,3,5,3,NA,1,NA,0,0,NA,NA,NA,0,0,NA,1,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.983","488.743","492.287","105","3.146","143.138","143.145","22","10.622","494.374","496.15","106","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,1,0,1,NA,1,NA,NA,1,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",3,3,3,4,5,5,5,4,5,2,5,3,5,5,3,2,3,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,2,4,3,5,3,2,4,3,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,3,4,"","","Yes, you can use this data","","32.5","010110001101011010101010","","","","","","","","","","0",22.5,"12","","1",4,4,4.25,2.66666666666667,3.91666666666667,4,4.33333333333333,4,3,3.84615384615385,11,11,9,14,14,10,13,10,70,3,2,2.5,3,5,0.333333333333333,1,1,1,0.75,0.833333333333333,21.5,26.5,1,"medium","match",NA,"keep"
14,2121,"","Multiple times a day","No, never",3,3,2,"Sunfish",1,NA,1,NA,NA,1,1,NA,1,1,3,3,2,3,3,3,2,3,4,4,4,4,5,3,2,4,3,4,4,1,NA,0,NA,NA,0,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.502","487.799","494.858","58","5.312","177.013","177.022","17","2.145","455.012","482.22","57","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,0,NA,0,NA,1,NA,1,1,NA,NA,1,NA,"",3,3,4,4,4,5,3,4,4,3,4,4,5,4,4,3,4,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,4,2,3,5,2,2,3,5,5,3,3,3,2,3,3,3,2,3,3,4,4,4,4,5,4,"","","Yes, you can use this data","","32.7","101001101010110001110001","","","","","","","","","","0",20.7,"10,12,17,29","","1",2.66666666666667,3,3.25,4.33333333333333,3.16666666666667,3,3,3.25,4.33333333333333,3.38461538461538,9,11,10,13,11,11,13,11,69,2,3,4.5,4,5,0.666666666666667,1,1,0.857142857142857,1,0.8,19.7,21.9,1,"medium","match",NA,"keep"
15,2112,"","Multiple times a day","No, never",2,4,5,"Sunfish",NA,NA,1,1,0,NA,1,NA,NA,1,4,2,4,4,3,3,2,2,2,3,3,2,1,1,5,1,1,4,1,NA,NA,1,1,1,NA,1,NA,NA,0,1,NA,NA,NA,1,1,NA,NA,1,1,NA,0,0,NA,"","","","7.463","121.12","123.301","41","Postman","250.812","270.169","274.223","4","Look for the 'who-area'","5.869","320.615","322.64","6","Sending fake copies of real emails","213.487","229.435","231.671","4","8.698","204.477","205.993","70","6.799","129.086","129.092","27","4.023","142.87","144.351","74","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,1,0,NA,NA,0,NA,NA,1,0,1,1,NA,NA,NA,1,NA,1,1,"",5,1,3,4,5,3,3,3,3,5,5,2,4,4,4,4,2,4,"26-35","Associate or technical degree","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",2,3,4,2,4,3,2,3,4,4,3,4,5,2,5,2,4,2,3,4,3,2,3,2,4,2,"","","Yes, you can use this data","","29.2","001110100110001101010110","","","","","","","","","","0",19.2,"4,6,10,12,13,16,17,22,26,27,29,30,1,8,11,18,28","","0",4,2.66666666666667,2.25,2,2.83333333333333,3,3.66666666666667,2.25,3,2.92307692307692,7,6,9,12,9,12,12,10,64,2.5,2.5,3.5,3,4,0.833333333333333,0.666666666666667,1,0.666666666666667,0.8,0.833333333333333,18.2,22.5,0,"full","match",NA,"keep"
16,2329,"","Multiple times a day","Yes, once",3,4,4,"Sunfish",NA,NA,1,1,1,NA,NA,1,NA,1,3,4,4,3,5,5,4,3,5,3,5,4,2,2,5,3,5,4,5,NA,NA,0,1,1,NA,NA,0,NA,0,0,NA,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.037","558.321","560.086","81","12.001","74.635","74.649","16","1.981","555.698","560.051","75","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,1,NA,NA,NA,1,1,NA,0,NA,NA,1,NA,0,NA,1,NA,NA,1,1,NA,NA,NA,1,0,1,1,NA,NA,NA,1,1,NA,1,"",4,4,4,2,5,5,4,5,5,5,4,5,5,5,4,5,5,5,"18-25","Associate or technical degree","","No, other education or occupation","",2,5,3,3,5,2,2,4,4,5,5,5,5,4,5,5,5,4,3,5,4,4,5,5,3,5,"","","Yes, you can use this data","","33","001110010110101010001110","","","","","","","","","","0",26,"10,12,16,13,17,27","","1",3.33333333333333,4.66666666666667,3.75,3.66666666666667,4,4.33333333333333,5,4,4.33333333333333,4.38461538461539,10,14,12,12,14,14,14,15,81,2,3.5,4.5,3.5,5,0.333333333333333,1,0.833333333333333,0.8,1,0.833333333333333,23,26.3,2,"medium","easy",NA,"prefer full"
17,2344,"","Multiple times a day","No, never",4,4,4,"Sunfish",1,1,NA,NA,1,NA,NA,1,1,1,4,4,3,4,3,2,4,3,4,3,4,4,2,2,5,5,3,4,3,1,0,NA,NA,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.445","504.361","505.384","63","7.314","132.72","132.748","28","3.85","533.119","534.308","82","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,0,0,NA,0,NA,0,NA,NA,1,0,NA,0,1,NA,NA,"",4,4,4,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,"46-55","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,3,2,2,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,"","","Yes, you can use this data","","33.7","110010011010110010100101","","","","","","","","","","0",24.7,"10,12,13,16,18,20,21,22,26,27,29,30","","1",3.66666666666667,3,3.5,3.33333333333333,3.5,4,3.66666666666667,3.75,3.66666666666667,3.76923076923077,12,10,12,15,13,15,14,12,81,3.5,3,3.5,3,4,0.833333333333333,0.833333333333333,1,0.5,1,0.4,23.7,19.4,1,"medium","match",NA,"prefer full"
18,2328,"","Multiple times a day","Yes, once",4,4,4,"Sunfish",NA,NA,1,1,0,NA,1,NA,NA,NA,2,2,3,2,4,4,2,2,3,2,3,3,3,3,3,5,5,5,4,NA,NA,0,0,0,NA,0,NA,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.603","528.567","533.771","74","31.017","215.101","215.005","18","6.02","482.223","486.446","78","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,1,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,0,1,NA,0,1,1,NA,NA,NA,1,NA,1,1,"Phishing can occur through emails, phone calls, and text messages.",3,3,4,4,5,4,4,4,4,4,5,4,5,5,5,2,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,4,2,2,5,2,4,5,2,5,5,4,4,4,4,4,3,2,2,1,2,2,3,3,3,3,"","","Yes, you can use this data","","31.3","001110100101010110110001","","","","","","","","","","0",21.3,"10,13,22,27,30,29","","1",2.33333333333333,3.33333333333333,2.25,3,2.66666666666667,2.33333333333333,3.66666666666667,2.25,3,2.76923076923077,11,14,10,13,12,13,15,12,75,2,4,3,2,5,0.333333333333333,1,1,0.833333333333333,0.75,0.833333333333333,18.3,23.4,1,"medium","match",NA,"prefer full"
19,2507,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",NA,NA,1,0,NA,1,NA,1,1,NA,3,4,4,4,3,3,4,3,4,3,4,4,4,3,4,5,5,4,5,NA,NA,0,0,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.09","1228.763","1233.339","187","","","",NA,NA,"I would prefer the training I experienced.",NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,0,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,0,1,1,NA,NA,1,NA,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",4,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,3,3,"36-45","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar,Yes, IT specialist, IT security specialist or similar","",2,3,3,3,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,"","","Yes, you can use this data","","39.6","001101011001101001110010","","","","","","","","","","0",27.6,"12,29","","2",3.66666666666667,3.33333333333333,3.5,4,3.58333333333333,3.66666666666667,3.66666666666667,3.5,4,3.69230769230769,12,14,14,13,12,13,15,11,78,2,2,3.5,3.5,3,0.666666666666667,1,0.833333333333333,1,0.8,0.8,21.6,24.8,2,"limited","match",NA,"keep"
20,2497,"","Multiple times a day","No, never",3,3,3,"Sunfish",1,NA,NA,1,0,NA,NA,1,NA,1,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,3,5,4,1,NA,NA,0,0,NA,NA,1,NA,1,0,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.903","431.77","482.357","5","11.02","203.5","203.401","31","10.81","485.059","486.513","5","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,1,1,NA,NA,1,0,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,0,NA,1,1,NA,NA,1,1,NA,1,"",3,4,4,2,3,4,4,3,3,4,3,4,4,5,4,3,4,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,5,5,2,2,3,5,5,4,5,4,4,4,5,5,4,5,4,4,5,5,4,5,4,2,5,"","","Yes, you can use this data","","29.1","100110010110110001011001","","","","","","","","","","0",21.1,"","","1",4,4.33333333333333,4,3.33333333333333,4.08333333333333,5,4.66666666666667,4.25,3.66666666666667,4.38461538461539,12,12,11,9,10,11,13,11,65,2.5,5,4.5,3,3.5,0.5,1,0.833333333333333,1,0.8,0.833333333333333,20.1,26,1,"medium","match",NA,"prefer full"
21,2405,"","Multiple times a day","Yes, once",4,3,2,"Sunfish",NA,1,NA,1,1,NA,1,1,NA,NA,4,4,2,4,5,4,4,3,5,3,3,4,5,1,5,4,1,5,5,NA,0,NA,1,0,NA,1,1,NA,NA,NA,1,1,NA,1,NA,1,0,NA,NA,NA,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.216","477.809","484.293","44","24.134","172.171","172.171","19","1.883","467.543","498.577","40","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,NA,1,NA,NA,1,NA,NA,1,1,0,NA,NA,1,NA,1,NA,NA,1,1,1,NA,1,NA,0,1,NA,1,NA,NA,1,NA,NA,1,"Phishing can occur through emails, phone calls, and text messages.",5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,5,2,2,2,4,1,5,4,5,3,4,4,4,4,4,3,2,2,5,5,1,3,4,4,1,"","","Yes, you can use this data","","34.2","010110110001101010100101","","","","","","","","","","0",24.2,"12,17,29","","1",3.33333333333333,4.33333333333333,3.75,4,3.75,4.66666666666667,3.66666666666667,1.5,3.66666666666667,3.23076923076923,10,11,10,15,15,15,15,11,81,3,3,4.5,3,3.5,0.666666666666667,0.833333333333333,0.833333333333333,1,1,0.8,21.2,23.3,1,"medium","match",NA,"keep"
22,2614,"","Multiple times an hour","Yes, once",3,4,3,"Sunfish",NA,1,1,NA,NA,0,NA,NA,0,NA,3,5,3,3,3,2,5,5,5,4,5,4,5,2,4,5,5,5,5,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.949","1126.365","1127.144","244","","","",NA,NA,"Alternative 2: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,0,NA,1,1,NA,1,0,1,NA,NA,0,0,NA,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",4,3,4,5,5,4,4,5,2,5,4,5,1,3,5,5,5,4,"36-45","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,4,4,2,2,5,4,4,1,5,4,4,4,4,4,3,5,5,4,3,4,5,5,5,3,5,"","","Yes, you can use this data","","37.5","011001001101010110110010","","","","","","","","","","0",27.5,"3,10,12,13,16,22,27,29","","2",3,3.33333333333333,4.75,4.66666666666667,3.91666666666667,3.66666666666667,4,4.75,4.33333333333333,4.23076923076923,11,15,11,14,11,14,9,14,73,4,4,2.5,1.5,3.5,1,1,1,0.833333333333333,0.5,0.5,23.5,24.3,2,"limited","match",NA,"prefer medium"
23,2608,"","Multiple times a day","No, never",3,4,4,"Sunfish",NA,1,NA,1,NA,0,1,1,NA,1,2,1,2,2,2,3,4,1,4,2,2,3,3,3,4,3,4,5,5,NA,0,NA,1,NA,1,1,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,1,1,1,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.496","555.296","560.031","87","11.62","147.28","147.287","18","2.321","485.837","486.103","91","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,0,1,NA,1,NA,1,NA,NA,NA,1,"",1,4,5,4,5,4,4,5,4,4,5,5,4,4,4,5,5,2,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",4,4,2,4,5,3,4,4,1,3,4,4,3,2,2,4,2,4,1,1,1,1,2,2,2,4,"","","Yes, you can use this data","","32.3","010101110010110001011010","","","","","","","","","","0",20.3,"2,17,29","","1",2,2,2.75,2.66666666666667,2.33333333333333,1.33333333333333,2.66666666666667,2.5,2,2.15384615384615,10,14,10,13,13,14,12,12,74,3.5,4,2.5,2.5,4,0.5,0.833333333333333,1,1,0.833333333333333,0.8,19.3,22.5,1,"medium","match",NA,"keep"
24,2783,"","Multiple times a day","Yes, more than once",4,4,4,"Sunfish",1,NA,1,NA,NA,1,NA,1,1,1,4,4,3,4,4,3,3,4,3,4,4,4,4,5,5,5,5,5,3,1,NA,1,NA,NA,1,NA,1,0,NA,1,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.164","1140.159","1261.692","107","","","",NA,NA,"Alternative 2: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,0,NA,1,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,1,1,NA,0,NA,1,NA,0,1,NA,1,NA,NA,"",2,4,4,4,5,5,3,5,5,4,4,5,4,5,5,5,5,5,"36-45","Graduate university degree (Bachelor/Master)","","Yes, other IT security related education or occupation:","",4,5,4,2,5,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,"","","Yes, you can use this data","","42.3","101001011010100110101001","","","","","","","","","","0",31.3,"12,29","","2",3.66666666666667,3.66666666666667,3.5,4,3.66666666666667,4,4,4,3.66666666666667,3.92307692307692,15,13,10,14,13,13,14,15,79,4,4.5,4.5,3,4.5,0.833333333333333,1,0.833333333333333,1,1,0.6,26.3,21.3,2,"limited","match",NA,"prefer medium"
25,2182,"","Multiple times an hour","No, never",3,4,4,"Sunfish",NA,1,1,NA,NA,0,NA,1,1,1,2,4,3,3,3,4,3,3,5,4,4,4,4,5,4,4,3,4,5,NA,0,1,NA,NA,1,NA,1,1,NA,0,NA,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91","480.078","495.846","59","17.798","156.281","156.286","16","4.218","463.103","488.129","52","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,NA,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,0,1,NA,NA,1,1,NA,1,NA,NA,"",4,4,4,4,4,5,5,5,5,4,5,4,5,5,4,5,5,5,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,1,4,2,5,2,2,4,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,"","","Yes, you can use this data","","36.9","011001011010010110011010","","","","","","","","","","0",25.9,"12,16,29","","1",2.66666666666667,3.66666666666667,3.75,4,3.5,4.33333333333333,4,3.75,4,4,13,12,12,13,15,13,14,15,82,2,1.5,3,3.5,5,0.666666666666667,1,1,1,0.833333333333333,0.8,23.9,23.8,1,"medium","match",NA,"prefer full"
