age,gender,gender_other,ethnicity,ethnicity_other,education_level,employment_status,annual_income,has_it_training,has_it_job,can_recall_phishing,digital_literacy_wiki,digital_literacy_meme,digital_literacy_phishing,digital_literacy_bookmark,digital_literacy_cache,digital_literacy_ssl,digital_literacy_ajax,digital_literacy_rss,digital_literacy_other,unsafe_email_ways_list,suspicious_email_recognition,suspicious_emails_received,email_brief_summary,what_made_email_suspicious,what_made_decision_hard,what_email_asked_todo,emotion_dread,emotion_terror,emotion_anxiety,emotion_nervous,emotion_scared,emotion_panic,emotion_fear,emotion_worry,email_features_noticed,email_recency,email_account_type,email_account_type_other,email_content_type,email_content_type_other,email_sender_type,email_sender_type_other,felt_similar_before,previous_sender_emails,previous_sender_interaction,sender_relationship_duration,expected_this_email,email_seemed_different,actions_requested,sender_issues,subject_line_issues,email_body_issues,overall_suspicion,suspicion_confidence,investigation_methods,investigation_methods_other,contacted_sender_how,final_decision,decision_confidence,actions_with_email,perceived_harm,detailed_incident_narrative,story_recall_difficulty,previous_incidents
20,Woman,,White,,"Some college, no 4-year degree",Employed part time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Full,Full,,Full,Full,,,,,"Strange links, not directed to me, obvious scam, Nigerian prince needing help","If I don’t know the sender, unsafe looking links",Nigerian prince Free college tuition,Person claimed to be a Nigerian prince who needed financial help. Asked for money to save his life,Nigerian prince,It wasn’t hard,Give money,Somewhat,Not at all,Moderately,Quite a bit,Somewhat,Moderately,Moderately,Moderately,"What the email was about,Request for action in the email,Mistakes or poor quality",Within the last year,Student Email account,,I don't remember,,A close friend or family member,,Strongly agree,No,Yes,Two to five years,No,Strongly agree,Take some action outside of the email,The sender's name looked different than I would expect,The subject line was different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Asked someone else about the email",,"I contacted the sender through another communications medium (texting, chat, social media)","No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Strongly agree,"Guys, some dude claiming to be a Nigerian prince is asking me for money! I know it’s a scam and all but it was pretty crazy. It’s scary what people do these days to take advantage of others. Hopefully you guys don’t get an email like this. I just hope it didn’t hack me or anything that would really suck. I don’t have much money to begin with so if I got hacked I’d have almost nothing",Extremely easy,"Had a virus on your computer or mobile device,Stranger used your credit card number without your knowledge or permission"
59,Woman,,White,,High school graduate or GED certificate,Disabled,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Little,Some,Some,Good,Little,Little,,,,It can ask you to provide personal information through a link in the email,The senders email address does not match the company they are pretending to be,I received an email saying that my account was being frozen until I updated my personal information,I saw the email and checked the senders email address,They didn't use my name,Not gard,Update my account information,Moderately,Not at all,Somewhat,Moderately,Somewhat,Moderately,Somewhat,Quite a bit,"Link(s) in the email,What the email was about,Company or business the sender belonged to,Request for action in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,I'm not sure,No,I did not know the sender,No,Neither agree nor disagree,Click on a link or button,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam,Sent the email to someone",Somewhat agree,"I received an email from an unknown sender.  In it it informed me that my account was frozen.  I needed to click on the link in the email and update my information.  I remember feeling worried about the account they were writing about.  So after only looking at the senders email address, I forwarded it to the real company's fraud department.  I also marked it as spam.  Then I deleted it.",Somewhat easy,Received a notification from a company that your information was involved in a data breach
18,Woman,,Black or African American,,4-year college degree,Student and employed part time,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Good,Full,Good,Full,Full,Some,Little,Some,,It has a link to a suspicion site or to download a questionable app.,If a new unrecognized person or company emails me An emailing saying I have won a huge amount of money.,"One said I had 0.7 bitcoin that I haven't claimed, that I should log into their site and download their app to get it. Another suspicion email was asking for money for a female U.S officer who was in Iraq.","The email said i had 0.7 bitcoin that I haven't claimed, that I should log into their site and download their app to get it. So I went to their site to try to download it and it said I need to use my laptop. Which I did, and the site download button was faulty. So I replied to the email and told them so.  After I didn't get a reply for a day, I searched about it on Google and saw that a lot of people received similar emails and it was all a scam.",Claiming i had a money i didn't even earn,"It was free money, everyone loves free money.",Vist their site and Download an app,Somewhat,Moderately,An extreme amount,An extreme amount,Quite a bit,Moderately,Moderately,Quite a bit,"Link(s) in the email,What the email was about,Request for action in the email",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly disagree,No,No,I did not know the sender,No,Strongly agree,Click on a link or button,The sender's name looked different than I would expect,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,I was not sure about whether it was harmful or not,6,Clicked on one or more of the links to see where it went,,"I went to the website of the sender,I contacted the sender through another communications medium (texting, chat, social media)","No, the email was definitely not safe",11,Left the email in my inbox,Strongly disagree,"The other i was scrolling through my phone when i recieved an email claiming that I had 0.7 (at the time of this email this was around 7,000) bitcoin that I haven't claimed, that I should vist their site and download their app to get it. So I went to their site to try to download it and it said I needed to use my laptop. Which I did, and the site download button was faulty. ( when i tried to download the app it wouldn't download) and when it eventually downloaded it wouldn't install. So I replied to the email and told them so. After I didn't get a reply for a day, I searched about it on Google and saw that a lot of people received similar emails and it was all a scam.",Extremely easy,"Fell victim to a phishing email message or other scam email,Had a virus on your computer or mobile device"
71,Woman,,White,,"Some college, no 4-year degree",Retired,"$75,000 to $99,999",No,No,"Yes, I have received email messages like this in the past.",,,Little,,,,,,,you can open a link it is spam,If I don't recognize an email address I just delete it out to be safe.,One said it was from CVS and I knew it wasn't from them.,The one from CVS said I had won $100 and had to click on a link to collect this prize.,Just the way the email address was written.,I wondered if I should openit.,To click on the link.,Somewhat,Somewhat,Moderately,Moderately,Somewhat,Moderately,Somewhat,Moderately,Sender's name,Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,I'm not sure,No,I don't remember,No,Strongly agree,Open something that was attached to the email,The sender's name looked different than I would expect,The subject line was different than I would expect,I didn't notice anything that felt off about the main body of the email,I was not sure about whether it was harmful or not,8,None of the above,,I did not try to contact the sender,I was still not sure whether the email was safe or not,8,Deleted the email,Neither agree nor disagree,"I received a email and when I was reading it , it looked different because of the email address it came from.  I knew from past emails from this company that it did not look like this so I started to get nervous.  I asked my daughter to come and look at it, and she told me to delete it out because it could be harmful to the computer and i might have issues with it it I opened it.",Somewhat easy,None of the above
77,Woman,,White,,High school graduate or GED certificate,Retired,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",,,,Some,Some,,,,,From your bank supposedly which says your account has been compromised,from the email address,"paypal compromise,",It said I needed to log into my paypal account to fix it.  I know better,paypal does not look like that,it was not I deleted it,log into paypal giving them my info,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Request for action in the email,Mistakes or poor quality",Within the last week,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,No,I did not know the sender,No,Somewhat agree,Open something that was attached to the email,I didn't notice anything that felt off about the sender,I don't remember much about the subject line of the email,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",11,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,I got an email telling me there was suspicious activity in my paypal account and I needed to log in and confirm.  The sender said paypal but had a different rest of the address  I knew it was a fraud and if I logged in to paypal they would have my information. I deleted the email.  You get these alot and they think we are stupid.,Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission"
23,Woman,,Black or African American,,High school graduate or GED certificate,Employed part time,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Good,Some,Little,Some,Good,,,Little,Little,Asking for personal information such as personal information,Emails asking for your social or personal info,I only received one asking to money,It was from a different country asking me to cash a check then wire money back to them,Different country asking for money,Never seen something like this,Wire money to different country,Not at all,Not at all,Moderately,Moderately,Somewhat,Not at all,Not at all,Somewhat,"Request for action in the email,Length of the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat disagree,No,No,I did not know the sender,No,Strongly agree,Take some action outside of the email,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Asked someone else about the email",,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Somewhat disagree,I received an email from out of the country which was weird in itself. The email asked me to cash a check them wire the money back. The whole thing seemed sketch and off. I then deleted the email and reported it as spam. It was very weird and I didn't even know how they got my email in the first place or why they choose me.,Somewhat easy,"Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account"
79,Woman,,Asian,,"Some postgraduate or professional schooling, no postgraduate degree",Retired,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",,Good,Some,Some,Little,,,Little,,Have a link to a site that asks for personal data like SSN or credit card number Has a link that takes you to a site where you have to put in a password of yours,Misspellings in the email Odd looking email address of sender,Email from Netflix asking me to reset password when I did not request to Email telling me an account was locked so I had to enter some some info after I clicked on a link,"It was an email saying it was from Apple saying my account was locked and I needed to click on a link to reinstate it. It had a disorganized appearance, misspellings, more than one font, a strange email address of sender. I ignored it","Odd sender email, different fonts",It said it was from a brand I own,Click a link,Not at all,Not at all,Quite a bit,Moderately,Somewhat,Somewhat,Not at all,Moderately,"Link(s) in the email,Company or business the sender belonged to,Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,Yes,Five to ten years,No,Strongly agree,Click on a link or button,The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",10,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",10,Deleted the email,Strongly disagree,"I received an email saying it was from Apple and that my account was locked. It said I should click on a link to enter personal data to reinstate the account. I looked at the email address and saw it was odd looking, unofficial. The message itself had different fonts in it and disorganized look. I was annoyed and a little worried about the source and what they could access about me. I ignored the email and deleted it",Somewhat easy,Received a notification from a company that your information was involved in a data breach
72,Woman,,Asian,,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Retired,"$200,000 or more",I'm not sure,No,"Yes, I have received email messages like this in the past.",Some,,Good,Good,Good,,,Good,,"It looks like an eligible company but the email address of the sender can tell you that is fake. Also when it offers something, most times, they are scam.",sender's email address does not represent the company they said they are. Offers too good to be true.,Claimed it was from my bank. Claimed my Amazon account was hacked.,"The email told me my Amazon account was hacked, asked me to click a link to update my information.  I checked on the sender's email address, then deleted it","sender's email address is not Amazon, but from some gmail address or some other unrecognizable address.","It looks like from Amazon, if you don't check the sender's email address.",Asked me to click a link to update my information,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Request for action in the email,Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Neither agree nor disagree,No,No,I did not know the sender,No,Strongly agree,Click on a link or button,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",11,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Somewhat disagree,"I got an email looks like from Amazon.  It told me that my account was hacked. I need to click a link shown on the email, to update my information.  Because I had heard so many similar stories, I did not get excited, instead, I checked on the sender's email address.  It seems the mail was sent by someone definitely not from Amazon.  So I showed it to my husband, pointed out the sender's email address.  We both agreed it was a scam.  So I marked the email as a scam and deleted.",Somewhat easy,Had a virus on your computer or mobile device
43,Woman,,Asian,,4-year college degree,Unemployed not looking for work,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Good,Little,Good,Little,Little,,,,,They seem like regular email They seem like an offer Or something important,They usually have some random letters and numbers,Not sure how many,"Email seemed like an offer. It seemed legit enough for me to open it. It seemed suspicious,  there was a link in it, which I needed to click but i did not.!",The name of the company sounded suspicious,I regretted opening the email,To click on a link.,Not at all,Not at all,Moderately,Moderately,Somewhat,Not at all,Somewhat,Moderately,"What the email was about,Request for action in the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,No,No,I did not know the sender,No,Somewhat agree,Click on a link or button,The sender's name looked different than I would expect,I didn't notice anything that felt off about the subject line,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",7,Looked at email headers,,I did not try to contact the sender,"No, the email was definitely not safe",8,Deleted the email,Somewhat agree,"The email seemed like a regular offer/promotion.! However the header/subject seemed little too friendly/weird. There were random alphabets and numbers in the email, seemed not normal to me.! There was a link to be clicked on.! Which I did not. I decided to tell my husband about this, and he immediately knew it was spam.! Decided to delete the email and marked it as spam.!",Somewhat difficult,"Fell victim to a phishing email message or other scam email,Had a virus on your computer or mobile device"
72,Woman,,Asian,,"Technical, trade, or vocational school AFTER high school",Employed part time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Good,Full,Full,Full,Good,,Good,,,"When they pretend to be from your bank, asking you to confirm your information. Or if a company asks for money, pretending to be a legit charity.","Whenever your bank asks for information in email, I know that it is fake. Banks don't do that.  Whenever they send an email with a link that does not look real.","A person told me that he had my personal information, including my passwords.  He wanted me to send him a large amount of money, or he would expose my information and make it available for everyone to see.","This was obviously a scam on his part. I sent it to gov.scams.com (this may not be the exact url, I don't remember)  After awhile, I just deleted it, and never heard from him again.","It was obviously, suspicious. Someone who is blackmailing you, yes, suspicious.","It made me feel weird, but I looked up on my search engine, as to where to send emails that are spam.","Send them money, so that they would not expose my personal information, online.",Moderately,Somewhat,Somewhat,Moderately,Moderately,Not at all,Somewhat,Somewhat,"What the email was about,Request for action in the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,Other (please describe),Some random person,Strongly disagree,No,No,I did not know the sender,No,Strongly agree,Take some action outside of the email,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",10,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Sent the email to someone,Somewhat disagree,"Someone sent me an email, threatening that he will expose all of my personal information online, if I did not give him a large amount of money. He told me one password that he knew, and he was correct. Still I did not want to play his game.  I went on a search engine and looked up websites that deal with scammers.  I found a government website and sent the email to them. Have not heard back.",Extremely easy,Had a virus on your computer or mobile device
47,Woman,,"Hispanic, Latino or Spanish",,High school graduate or GED certificate,Employed full time,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,Some,,,It could be a phishing email that could cause potential harm if you click on it.,I always check the senders email address to see if it is recognizable.,"I just got one at work last week and it was disguised to look like it was from a vendor that pays us to work for them.  I noticed immediately that it was a scam because it was asking for a credit card payment and they pay us, we don’t pay them.",I explained above what happened.  It was an email from a company that pays us to work for them asking us to pay them.,Vendor wrongly asking for payment,It was not hard figuring,It was asking us to pay,Not at all,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Somewhat,"Link(s) in the email,What the email was about,Request for action in the email,Information missing from the email,Formatting or colors in the email,Length of the email,Mistakes or poor quality",Within the last week,Work Email account,,This email was related to work,,"A company, business or other organization",,Somewhat agree,Yes,Yes,Two to five years,No,Strongly agree,"Click on a link or button,Respond to the email with some information",The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Looked at email headers",,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,"I got an email last Friday from one of the companies we work for that pays us to provide service for them and I immediately could tell it was a fake email because the company the email sender disguised themselves as is a company that pays us, we don’t pay them. I called the company we work for and reported it to them so they would know someone was trying to disguise themselves as them.",Extremely easy,"Fell victim to a phishing email message or other scam email,Had a virus on your computer or mobile device"
